STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Wisconsin,Cable,Midwest,East North Central,"DLH, EAU","79, EAU",Sept,Mid Sept,Chequamegon Fat Tire Festival,Sporting Event/Festival,http://www.cheqfattire.com/,http://www.cheqfattire.com/,https://www.cheqmtb.com/race-day-information/,Founded in 1983. 37th annual in 2019.,"https://www.google.com/search?q=Chequamegon+Fat+Tire+Festival&ie=utf-8&oe=utf-8&client=firefox-b-ab#lrd=0x52aeaa9bca38be7d:0x38f77c3868297a68,1,,,",https://www.facebook.com/ChequamegonFatTireFestival,ACTIVE,"Each year in mid-September, thousands of fat tired fliers descend on the towns of Cable and Hayward in northwestern Wisconsin to take on the off road bicycle tests of endurance and agility offered throughout the weekend.",NO,FEE,$89 to $179 depending on the race,http://www.cheqfattire.com/registration/#requests,https://register.chronotrack.com/r/27141?_ga=2.7284658.1600758061.1533913516-1072560110.1533913516,GOOD,The Brickhouse Café,http://thebrickhousecafe.net,Cable Natural History Museum,http://www.cablemuseum.org/,Runamuk Rides,https://runamukrides.com/rentals,Cable Arts Council,http://www.cablehaywardarts.org/events/,http://www.cable4fun.com/chamber/contact-us,"The Cable Area has a close bond to the Chequamegon National Forest, utilizing the great woods as its lifeblood. That's why you will find a healthy respect for the forest and wildlife within it.",http://www.cheqfattire.com/,ACT,7,SUMMER,"2/25/2016, 4/29/2016, 6/30/2016, 11/1/2016, 11/30/2016, 2/13/2017, 11/1/2017",,,,Gary Crandall,,"cheqfat@lifetimefitness.com, ltfmedia@lifetimefitness.com, 715-798-3594, AthleticEventsPR@lifetimefitness.com",,,,,,,,,,http://www.cheqfattire.com/
Wisconsin,Cedarburg,Midwest,East North Central,"MKE, ATW","31, 89",Various,Various,"Festivals of Cedarburg, Inc.",Multiple,http://www.cedarburgfestival.org/,http://www.cedarburgfestival.org/,https://www.cedarburgfestival.org/festival-faqs,Founded in 1973. 46th annual in 2018.,"https://www.google.com/search?q=Festivals+of+Cedarburg%2C+Inc.&ie=utf-8&oe=utf-8&client=firefox-b-ab#lrd=0x8804e56940552493:0x1c3792b76220e5e7,1,,,",https://www.facebook.com/FestivalsOfCedarburg,"TASTEBUDS, A&E","Cedarburg hosts a range of festivals throughout the year including a Winter Festival, Strawberry Festival, and Oktoberfest.",YES,FREE,,,,FAIR,Cedar Creek Winery,http://www.cedarcreekwinery.com/index.html,Wisconsin Museum of Quilts and Fiber Arts,http://www.wiquiltmuseum.com/,Ozaukee Interurban Trail,http://www.interurbantrail.us/,Cedarburg Art Museum,https://www.cedarburgartmuseum.org/,http://www.cedarburg.org/visitor-center,The 3rd largest tomato ever grown was at the 2014 Wine & Harvest Festival! It broke the Wisconsin state record that has been held for 38 years. Kemps earned the Guinness World Record for the Largest Scoop of Ice Cream weighing in at 3010 lbs at 2014 Strawberry Festival.,http://www.cedarburgfestival.org/,TAS,10,FALL,"11/30/2015, 12/15/15, 4/27/2016, 6/23/2016, 9/26/2016, 10/31/2016, 11/28/2016, 2/13/2017, 11/1/2017, 4/2/2018",4/3/2018,PENDING,4/3/18 sent partner handout to BJ,"Anne Conley (Festival Mgr), BJ is festival contact",cedarburgfestivals@yahoo.com,"cedarburgfestivals@yahoo.com, (262) 377-3891",,,,,,,,,,http://www.cedarburgfestival.org/
Wisconsin,Dodgeville,Midwest,East North Central,"MSN, DBQ","53, 57",Apr,Late Apr,Wisconsin Grilled Cheese Championship,Food Festival,http://www.grilledcheesewisconsin.com/,http://www.grilledcheesewisconsin.com/,http://www.grilledcheesewisconsin.com/event-information.html,Founded in 2012. 7th annual in 2018.,,,TASTEBUDS,The Wisconsin Grilled Cheese Championship was created by the Iowa County Area Economic Development Corporation (ICAEDC) as an event to promote Wisconsin’s Dairy Industry. Enjoy the competition as a competitor or a spectator.,YES,FREE,"Free general admission, $35 VIP",http://www.grilledcheesewisconsin.com/be-a-vip.html,https://www.eventbrite.com/e/7th-annual-wisconsin-grilled-cheese-championship-tickets-41015297860#,GOOD,Bob's Bitchin' BBQ,https://www.bobsbitchinbbq.com/menu,Museum of Minerals and Crystals,https://www.facebook.com/pages/Museum-of-Minerals-and-Crystals/115548555134295,Doby Stables,https://dobystablesinc.webs.com/,Art on 23 Gallery,http://www.galleryarton23.com/,https://www.dodgeville.com/visit/,"Dodgeville is geographically located between sandstone bluffs, steep hills, and gently rolling farmlands. The surrounding areas are referred to as ""unglaciated"" because it is untouched by glaciers that shaped much of the topography.",http://www.grilledcheesewisconsin.com/,TAS,11,FALL,"11/30/2015, 12/15/15, 4/27/2016, 6/20/2016, 9/26/2016, 10/31/2016, 11/28/2016, 2/13/2017",,YES,2/3/17 team responded and expressed interest in participating,,wigrilledcheesechamp@gmail.com,"wigrilledcheesechamp@gmail.com, (608) 935-9200",YES,,,,,,,,,http://www.grilledcheesewisconsin.com/
Wisconsin,Eagle River,Midwest,East North Central,"RHI, MNT","29, 71",Jan,Mid Jan,World Championship Snowmobile Derby,Sporting Event,https://eagleriver.org/events/world-championship-derby/,https://eagleriver.org/events/world-championship-derby/,https://eagleriver.org/play/snowmobile/,Founded in 1964. 55th annual in 2018.,,,ACTIVE,"Hosting oval, snocross and vintage racing, the World Championship Snowmobile Derby is not only the largest and most prestigious snowmobile competition in the sport, it is one of the highest-ranking winter sports events in the Midwest and recognized around the world.",NO,FEE,"$25 Day pass, $65 Super ticket",https://derbytrack.com/shop/,,FAIR,Eddie B's White Spruce Inn,http://eddiebwhitespruce.com/,Eagle River Historical Museum,https://eagleriverhistory.org/,Pirates Hideaway,https://www.eagleriverpirates.com/,The Warehouse Art Center,https://eagleriverart.com/,https://eagleriver.org/about/chamber-of-commerce/,"Eagle River was the site of the first permanent Indian settlement in the Wisconsin Northwoods, located on the shores of Watersmeet Lake where the Wisconsin River and Chain O' Lakes meet. These early Indians, who were called Old Copper Indians, were succeeded by the Woodland Indians from 2,600 B.C. to 800 A.D.",https://derbytrack.com/derby/,ACT,10,FALL,"10/23/2015, 11/9/2015, 3/23/2016, 6/14/2016, 9/22/2016, 10/31/2016, 11/28/2016, 2/13/2017, 11/1/2017, 2/14/2018",3/22/2018,PENDING,11/16/17 sent Kyle partner handout,Kyle Wolosek @ Eagle River Derby Track,kyle@derbytrack.com,"info@derbytrack.com, 715.479.4424, kyle@derbytrack.com, 715-323-2877 (Kyle cell)",,,,,,,,,,https://eagleriver.org/events/world-championship-derby/
Wisconsin,Eau Claire,Midwest,East North Central,"MSP, RST","94, 103",Jan,Mid/Late Jan,Silver Mine Invitational,,http://flyingeaglesskiclub.org/events/2020-silver-mine-invitational-2/,http://flyingeaglesskiclub.org/events/2020-silver-mine-invitational-2/,,Founded in 1885. 132nd annual in 2018.,,https://www.facebook.com/Silver-Mine-Ski-Jump-284238758285626/,ACTIVE,Watch top skiers from North America and Europe compete at Silver Mine Hill.,YES,FEE,$15 event general (early bird discounts + kids under 12 free 2018).,http://flyingeaglesskiclub.org/events/2018-silver-mine-invitational/,,FAIR,,,,,,,,,,,http://flyingeaglesskiclub.org/events/2018-silver-mine-invitational/,ACT,3,WINTER,,,,,,,,,,,,,,,,,http://flyingeaglesskiclub.org/events/2020-silver-mine-invitational-2/
Wisconsin,Egg Harbor,Midwest,East North Central,"GRB, ATW","72, 100",Oct,Mid Oct,Pumpkin Patch Festival,,http://www.eggharbordoorcounty.org/events/pumpkin-patch/,http://www.eggharbordoorcounty.org/events/pumpkin-patch/,,Founded in 1980.,,https://www.facebook.com/EggHarborDoorCounty/,A&E,"Fun-filled weekend! Free admission. Live music, carnival rides, arts & crafts vendors, face painting, pumpkin & scarecrow displays, roaming magician, kids games & activities, silent auction, food and fun!",YES,FREE,$0 event general.,,,GOOD,,,,,,,,,,,http://www.eggharbordoorcounty.org/events/pumpkin-patch/,A&E,3,WINTER,,,,,,,,,,,,,,,,,http://www.eggharbordoorcounty.org/events/pumpkin-patch/
Wisconsin,Elkhart Lake,Midwest,East North Central,"ATW, GRB","51, 56",Jan,Late Jan,Schnee Days Winter Festival,,https://www.elkhartlakechamber.com/schnee-days,https://www.elkhartlakechamber.com/schnee-days,https://www.elkhartlakechamber.com/schneelauf,Founded in XXXX.,,https://www.facebook.com/Schnee-Days-1457770704444478/,ACTIVE,"A winter weekend that kicks off on Thursday evening with Rib Night and a Beer Dinner. Friday night's talent show and disco will be fun for the entire family. Saturday includes family activities, Wine Tasting and a Pub Crawl. Sunday's SchneeLauf (5K run) and Chili-Cook off are long-running and much loved events and sure cures for Cabin Fever.",YES,FREE/FEE,$0 event general (general admission 2018). $XX - $XX (range of prices to attend individual activities within the event),,,FAIR,,,,,,,,,,,https://schneedays.com/,ACT,7,SUMMER,,,,,,,chamber@elkhartlake.com,,,,,,,,,,https://www.elkhartlakechamber.com/schnee-days
Wisconsin,Elkhorn,Midwest,East North Central,"MKE, RFD","43, 60",Nov/Dec,Late Nov/Early Dec,Christmas Card Town Tree Lighting & Parade,,http://www.elkhornchamber.com/pages/ChristmasCardTown,http://www.elkhornchamber.com/pages/ChristmasCardTown,,Founded in XXXX. 39th annual in 2019.,,Not Found,A&E,"Experience small-town comfort and joy of the holiday season in the Christmas Card Town. Then on Sarurday see the Christmas decorated floats, novelty acts, music, animals, and of course, Santa and Mrs. Claus.",YES,,,,,,,elkhornchamber.com/pages/ChristmasCardTown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.elkhornchamber.com/pages/ChristmasCardTown
Wisconsin,Elkhorn,Midwest,East North Central,"MKE, RFD","43, 60",Oct,Late Oct,Elkhorn Oktoberfest 5K Run & 2 Mile Walk,,http://www.elkhornchamber.com/pages/Oktoberfest,http://www.elkhornchamber.com/pages/Oktoberfest,,Founded in 2006. 13th annual in 2018.,,https://www.facebook.com/ElkhornAreaChamber/,"TASTEBUDS, ACTIVE, A&E","This downtown festival near Lake Geneva features wine and beer tasting, music, a car show, arts and crafts and a chili cookoff.",YES,FREE/FEE,$0 event general (admission for Oktoberfest). $30 event premium (registration for the 5K race).,http://www.elkhornchamber.com/pages/Oktoberfest,,GOOD,,,,,,,,,,,http://www.elkhornchamber.com/pages/Oktoberfest,TAS,9,SUMMER,,,,,,,,,,,,,,,,,http://www.elkhornchamber.com/pages/Oktoberfest
Wisconsin,Ellsworth,Midwest,East North Central,"MSP, EAU","45, 67",Jun,Late Jun,Cheese Curd Festival,Food Festival,https://www.cheesecurdfestival.com/,https://www.cheesecurdfestival.com/event-info/,https://www.cheesecurdfestival.com/,Founded in 2002. 17th annual in 2018.,,https://www.facebook.com/CheeseCurdFestival,TASTEBUDS,"Ellsworth, Wisconsin’s Cheese Curd Festival celebrates the beloved delicacy with a two-day event fitting for even the most diehard cheese curd lover.",YES,FREE,"Free to attend, food for purchase",,,FAIR,Shady Grove,http://www.shadygrovewi.com,The River Bluffs Historical Center,http://www.wisconsinshipwrecks.org/Attraction/Details/189?region=ByAttractionType,River Guide Kayaking,http://www.riverguidekayaks.com/,Orange Dragon Gallery,http://www.orangedragongallery.org/,http://www.ellsworthchamber.com/contact/,"The village was named for Elmer E. Ellsworth, one of the first casualties in the Civil War.",http://www.ellsworthchamber.com/cheese-curd-festival.html,TAS,11,FALL,"10/20/2015, 1/7/2016, 3/17/2016, 5/19/2016, 9/19/2016, 10/6/2016",1/16/2018,YES,10/6/16 Kim replied about launch timing and how to set up listing; 9/19 Kim responded and asked for more details so sent her partnership handout,"Russ Korpela - Exec Dir, Kim Beebe (Chamber support staff), Kristy Overlock (Mktg Manager)",eteam@ellsworthchamber.com,"director@ellsworthchamber.com, info@ellsworthchamber.com, eteam@ellsworthchamber.com, (715) 273-6442, koverlock@ellsworthchamber.org",YES,,All Ages,,,,,,,https://www.cheesecurdfestival.com/
Wisconsin,Galesville,Midwest,East North Central,"LSE, EAU","23, 67",Oct,Early Oct,Apple Affair Bike Tour,,http://www.appleaffairbiketour.com/,http://www.appleaffairbiketour.com/,http://www.galesvillewi.com/appleaffair.php,Founded in 2009.,,https://www.facebook.com/offnfunning,ACTIVE,"Bikes, families, friends, orchards, great roads, and warm apple pie! Join in this family friendly ride over the hills and along the roads surrounding the Coulee’s and Valleys around the ""Garden of Eden"".",YES,FEE,$35 event general (adult registration + kids under 13 free).,http://www.appleaffairbiketour.com/,,POOR,info@offnfunning.com,appleaffairbiketour.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.appleaffairbiketour.com/
Wisconsin,Galesville,Midwest,East North Central,"LSE, EAU","23, 67",Oct,Early Oct,Galesville's Apple Affair,,http://www.galesvillewi.com/appleaffair.php,http://www.galesvillewi.com/appleaffair.php,http://www.galesvillewi.com/2019%20Apple%20Affair%20Event%20Poster%20Final%208-27-19.pdf,Founded in 1983. 36th annual in 2018.,,https://www.facebook.com/appleaffairWisconsin/,TASTEBUDS,"In the bluffs above Trempealeau, this festival features a 10-foot apple pie, a hunt for a Silver Apple, a race of floating wooden apples and a bicycle tour with a 20-mile route through apple orchards and hillier 35- and 60-mile routes.",YES,FEE,$3 event general (buttons + kids under 12 free 2018).,,https://www.facebook.com/events/302271880355738/,FAIR,,,,,,,,,,,http://www.galesvillewi.com/appleaffair.php,TAS,2,WINTER,,,,,,,,,,,,,,,,,http://www.galesvillewi.com/appleaffair.php
Wisconsin,Geneva,Midwest,East North Central,,,Dec/Jan,Late Dec/Early Jan,Ice Castles Geneva,,https://icecastles.com/lake-geneva/,https://icecastles.com/lake-geneva/,http://help.icecastles.com/en/,Founded in 2010.,,https://www.facebook.com/TheIceCastles,ACTIVE,"Since the caverns and slides and other fun formations are all carved from approximately 25,000 pounds of ice, the weather dictates the start and end of each display",YES,FEE,$20 - $25 event general (general admission + discount for kids + kids under 3 free + online discounts).,https://icecastles.com/lake-geneva/,,GOOD,,,,,,,,,,,https://icecastles.com/lake-geneva/,ACT,7,SUMMER,,,,,,,info@icecastles.com,,,,,,,,,,https://icecastles.com/lake-geneva/
Wisconsin,Green Bay,Midwest,East North Central,"GRB, ATW","8, 35",Mar,Early Mar,Green Bay Film Festival,Film Festival,http://www.gbfilmfestival.org/,http://www.gbfilmfestival.org/,https://www.gbfilmfestival.org/schedule,Founded in 2010. 9th annual in 2019.,,https://www.facebook.com/gbfilmfestival,A&E,"Celebrating its 7th year, the Festival includes their “Films Around Town” with Independent films being shown at multiple locations prior to and after the festival weekend extravaganza.",YES,FEE,"$7 Adults, $5 students, $2 Kids 12 and under",https://www.gbfilmfestival.org/tickets,,GOOD,Titletown Brewing Company,https://www.titletownbrewing.com,Neville Public Museum,http://www.nevillepublicmuseum.org/,Segway Fox Tours,https://glidenew.com/green-bay/,The Art Garage,https://theartgarage.org/,https://www.greenbay.com/contact-us/,"The Green Bay the city is named after is part of Lake Michigan; it's separated from the rest of the lake by a bit of land called the Door Peninsula. It was originally called Baie des Puants, ""Bay of the Stinkers,"" because the green algae in the stagnant water was quite odoriferous.",http://www.gbfilmfestival.org/,A&E,2,WINTER,"10/17/2016, 11/30/2016, 2/13/2017, 2/20/2017, 11/1/2017",,PENDING - follow up when site live,2/18 Cyndee responded and said to reach out Apr/May regarding partnership for 2018,,info@gbfilmfestival.org,info@gbfilmfestival.org,,,,,,,,,,http://www.gbfilmfestival.org/
Wisconsin,Green Bay,Midwest,East North Central,"GRB, ATW","8, 35",Jul,Late Jul,Nicolet Bank Tall Ships,,https://tallshipswisconsin.com/,https://tallshipswisconsin.com/,,Founded in 2001.,,https://www.facebook.com/tallshipsamerica/,"ACTIVE, LEARN","Green Bay is celebrating the return of the Nicolet Bank Tall Ships ®. Once again it’s expected to be one of the largest outdoor events in Northeast Wisconsin. Green Bay is one of only few ports in the USA and Canada honored to host the TALL SHIPS CHALLENGE® Great Lakes 2019. This three-day event features on-board ship tours, sailing excursions, music, entertainment and a maritime marketplace",YES,FEE,$12 event general (general admission + discount prices for kids/seniors + kids under 4 free). $60 - $285 event premium (day sail + sunset sail + parade on sail).,https://tallshipswisconsin.com/tickets/,https://tallshipswisconsin.com/faq/,,,,,,,,,,,,https://tallshipswisconsin.com/,ACT,-,#N/A,,,,,,,920-405-1199,,,,,,,,,,https://tallshipswisconsin.com/
Wisconsin,Hayward,Midwest,East North Central,"DLH, EAU","81, 104",Jul,Late Jul,Lumberjack World Championships,Sporting Event,http://www.lumberjackworldchampionships.com/,http://www.lumberjackworldchampionships.com/,,Founded in 1960. 59th annual in 2018.,,https://www.facebook.com/lumberjackworldchampionships,ACTIVE,"International competition showcasing the best sawing, chopping, speed climbing, log rolling, boom-running & more!",YES,FEE,Coming soon,https://www.lumberjackworldchampionships.com/#tickets,,GOOD,Old Southern BBQ,https://www.oldsouthernbbq.com/,Sawyer County Historical Society,http://www.sawyercountyhist.org/,Jet Set Flyboarding,https://www.facebook.com/jetsetflyboarding,Cable Hayward Arts Council,http://www.cablehaywardarts.org/charac-art-center/,http://haywardareachamber.com/contact/,"Hayward has Wisconsin’s only “Quiet Lakes.” Lost Land, Teal and Ghost Lakes were enacted by the State of Wisconsin in 1963 to not have speed limits on their waters exceeding 10 mph. These three sparkling gems are set deep in the unspoiled Chequamegon National Forest.",http://www.lumberjackworldchampionships.com/,ACT,9,SUMMER,"10/22/2015, 10/28/2015, 2/24/2016, 1/12/2018",4/5/2018,YES,"4/5/18 Nancy responded and reset her credentials to make event updates; 1/12/18 Diane responded and said Nancy at Birkie is now running the Championships, I replied to Nancy and set up the Championships under her name; Spoke to Diane on 2/24 and she recommended other events through the Hayward Chamber of Commerce",Diane McNamer - Executive Director,nancy.knutson@birkie.com,"715-634-2484, dianemcnamer@hotmail.com, nancy.knutson@birkie.com, 715-634-5025 (Nancy)",YES,,,,,,,,,http://www.lumberjackworldchampionships.com/
